senid,sentence,intent,sampling_strategy,confidence
883645,có hãng nào khác nữa k bạn,handover_to_inbox,,0
883646,Mình định gọi nc cho dễ ah,handover_to_inbox,,0
883647,t h chẳng hạn mà ko vừa mình mang qua trực ti p đổi đc ko,handover_to_inbox,,0
883648,Mình lấy thì làm sao,handover_to_inbox,,0
883649,Bé mình đã 7 tuổi rồi va cao nữa nên sợ k năm thoải mái,handover_to_inbox,,0
883650,Gồm những j,handover_to_inbox,,0
883651,Máy used bnhiêu Bé e mình có nhu cầu máy đơn thui,handover_to_inbox,,0
883652,Mình cần mua luôn,handover_to_inbox,,0
883653,mình hỏi thật shop tư vấn giúp mình nên mua chi c nào hơn,handover_to_inbox,,0
883654,Ý là nó chỉ có 6 khay thôi hay 8 khay hả b,handover_to_inbox,,0
883655,nhưng chưa thấy thực t bao giờ nên chưa hình dung h t đc,handover_to_inbox,,0
883656,sđt 0965412986,handover_to_inbox,,0
883657,Tầm mấy h b,handover_to_inbox,,0
883658,vậy mặt sau mẫu 1 là hình gì,handover_to_inbox,,0
883659,Ngày hút nhiều lầm đc k vì bé nhà mình hút mũi giãy giụa lắm,handover_to_inbox,,0
883660,mình mua 2 sản phẩm này có freeship ra được Đội Cấn ko bạn,handover_to_inbox,,0
883661,hàng xuất nhật và hàng nhật sx tại tq khác nhau tnào shop,handover_to_inbox,,0
883662,Ban oi sao tới nay mình vẫn chưa nhan đuoc hàng,handover_to_inbox,,0
883663,nhựa pet an toàn sx cho các hãng anto,handover_to_inbox,,0
883664,Ch bi n set b là sao ah,handover_to_inbox,,0
883665,Nhưng lại bảo là pải đợi kỹ thuật bên b về ms xác nhận là có thi u hay k,handover_to_inbox,,0
883666,kệ thêm giá th kia,handover_to_inbox,,0
883667,sao nó hay ho th mà lại ngừng sản xuất nhỉ,handover_to_inbox,,0
883668,Trong máy k có hướng dẫn hả b Trẻ con thì dùng mức mấy Có hướng dẫn ti ng việt đâu Thấy y u y u,handover_to_inbox,,0
883669,Hôm trc mình nhận dc sp như nàynef,handover_to_inbox,,0
883670,Bữa lướt face thấy có dạng ấy mà ko nhơa ai bán,handover_to_inbox,,0
883671,Vậykhi nào thỳ ship đk ạ,handover_to_inbox,,0
883672,C ck vietcombank rùi e check lai dùm C nha,handover_to_inbox,,0
883673,mjnh muốn mua lẻ thì có được k ạ,handover_to_inbox,,0
883674,hay chỉ sản xuất tại tq thôi,handover_to_inbox,,0
883675,ship cho mình cốc nhé,handover_to_inbox,,0
883676,cho be deo va boi trong bon tam dc ko,handover_to_inbox,,0
883677,Trước 11h30 giúp m nhé,handover_to_inbox,,0
883678,Shop ơi sao e chưa thấy shopee chạy km mastela,handover_to_inbox,,0
883679,2 gh này loại nào thích hơn bạn,handover_to_inbox,,0
883680,Giờ e đang sinh em be chưa Ck đc,handover_to_inbox,,0
883681,Vẫn còn đúng ko ạ,handover_to_inbox,,0
883682,m thấy như xe kiểu khác hay sao,handover_to_inbox,,0
883683,Vậy có mua chuyển sao add,handover_to_inbox,,0
883684,à mà việc phân biệt máy mới hay cũ sản xuất năm nào là sự tin tưởng nhau giữa người mua người bán thôi chứ ko check được nhỉ,handover_to_inbox,,0
883685,Gặm chuối kia có bàn chải liệu bé ngậm cắn nó rơi lông bàn chải ra ko b,handover_to_inbox,,0
883686,Bạn lấy mẫu to về khi nào về cửa hàng,handover_to_inbox,,0
883687,2390000 còn shop km còn 2080000 mà,handover_to_inbox,,0
883688,Minh về r,handover_to_inbox,,0
883689,sđt 0971193807,handover_to_inbox,,0
883690,sđt 0988727078,handover_to_inbox,,0
883691,Để thử hút lại xem,handover_to_inbox,,0
883692,Lên mua trên shoppee hay ck shop ak,handover_to_inbox,,0
883693,B ơi hnay k ship đc luôn ạ,handover_to_inbox,,0
883694,So minh đi chơi,handover_to_inbox,,0
883695,Đơn hàng 700k có được free ship ko bạn,handover_to_inbox,,0
883696,Có chính xác ko bạn,handover_to_inbox,,0
883697,Hay t đặt qua shopee nhé,handover_to_inbox,,0
883698,có gì bạn kiểm tra giúp mình nhé,handover_to_inbox,,0
883699,mình hỏi bên khác thì nói là freestyle chỉ có dòng rút gọn sản xuất năm 2015 h hãng k làm,handover_to_inbox,,0
883700,cần phí phạt gì chị bảo em nhé,handover_to_inbox,,0
883701,Con loai 2m dag doi tl pai k shop,handover_to_inbox,,0
883702,shop em có gì chị cần,handover_to_inbox,,0
883703,Mình mua mấy cái cơ,handover_to_inbox,,0
883704,cái này phía sau k có j hả bạn,handover_to_inbox,,0
883705,mà t k thấy gì cả,handover_to_inbox,,0
883706,Ship về Tp Cao Lãnh tỉnh Đồng Tháp thì khoảng nhiu tiền ạ,handover_to_inbox,,0
883707,Mai ship sáng cho mình dc ko,handover_to_inbox,,0
883708,sđt 0363596476,handover_to_inbox,,0
883709,Tại về chưa chắc c đã lắp đc,handover_to_inbox,,0
883710,Nhìn bộ nay có vẻ chăvs chắn hơn áy nhỉ,handover_to_inbox,,0
883711,ảnh mờ ko thấy ạ,handover_to_inbox,,0
883712,Vay e phai mua qua shopee moi dc ha shop,handover_to_inbox,,0
883713,Bộ nay co chăc chắn k v shop,handover_to_inbox,,0
883714,ship nhiêu ấy nhỉ,handover_to_inbox,,0
883715,Hay phải dùng bình đi theo máy,handover_to_inbox,,0
883716,H t giá KM rồi vẫn tính em giá Km,handover_to_inbox,,0
883717,Giao có 2 cái này ah,handover_to_inbox,,0
883718,sản xuất ko phải china va vn la dc,handover_to_inbox,,0
883719,Bộ này là 2 khay ăn giong nhau 1 to 1 nhỏ ah,handover_to_inbox,,0
883720,Ship nội thành bn vậy shop,handover_to_inbox,,0
883721,Shoppe có miễn phí vận chuyển ko heng,handover_to_inbox,,0
883722,Trc mình như mình cũng mua qua shopee mà vẫn tặng thảm nhỉ,handover_to_inbox,,0
883723,03 02 thì khác gì nhau ạ,handover_to_inbox,,0
883724,Nay dat thi bao lau minh moi nhan dc vay b,handover_to_inbox,,0
883725,e thấy shop đăng freeship ạ,handover_to_inbox,,0
883726,mà sản xuất tại trung quốc mình phân vân wa,handover_to_inbox,,0
883727,Dc ạ Bạn cho mình lại stk nhé,handover_to_inbox,,0
883728,Hàng k shop cod lỡ hàng bị lỗi gì thì sao ah,handover_to_inbox,,0
883729,Vi du minh đổi loại sua thi sao minh biet la pha sô 4 hay 5 hay so may ha ban,handover_to_inbox,,0
883730,Ship chành xe cho e nha,handover_to_inbox,,0
883731,Mình đ n cửa hàng bạn mua luôn dc k vậy,handover_to_inbox,,0
883732,Minh đang mua shoppe,handover_to_inbox,,0
883733,O hn thì e k bjet chành xe nào ve rạch giá het,handover_to_inbox,,0
883734,Phần giảm em sẽ hoàn lại hoặc trừ đi cho chị sau,handover_to_inbox,,0
883735,Gần Phùng Hưng lắm ạ,handover_to_inbox,,0
883736,Con đon nay thi bi huy la sao shop,handover_to_inbox,,0
883737,4 tấm màu trắng,handover_to_inbox,,0
883738,sđt 0947984666,handover_to_inbox,,0
883739,Con m chưa bik ngồi ngồi được ko nhỉ,handover_to_inbox,,0
883740,Trên shopee shop có hàng ko mình có đặt cái xe tập đi ở shopee cũng chưa giao có gì giao chung luôn cũng đc,handover_to_inbox,,0
883741,Co dung dc ko ban,handover_to_inbox,,0
883742,Dau phai cua mastela,handover_to_inbox,,0
883743,Cũng tự lắp dc chứ,handover_to_inbox,,0
883744,Để khi nào rảnh d chụp gửi hình c nhé,handover_to_inbox,,0
883745,sđt 0965637981,handover_to_inbox,,0
883746,nhưng chưa thấy phản hồi,handover_to_inbox,,0
883747,Ý là nhựa dẻo lại đắt hơn,handover_to_inbox,,0
883748,Vay giờ ship sao vay shop,handover_to_inbox,,0
883749,Shop ơi cho mình gửi thônh tin order bộ đồ chơi xúc cát nhé,handover_to_inbox,,0
883750,c ôi có ty hãng nào mềm và nhỏ như ty mẹ jo ah,handover_to_inbox,,0
883751,Minh ko lấy gh ăn,handover_to_inbox,,0
883752,nay b cứ ship cho mh nhé,handover_to_inbox,,0
883753,sđt 0965555941,handover_to_inbox,,0
883754,Mình có đặt đâu,handover_to_inbox,,0
883755,Thứ 7 là giá mới hay vẫn 599k vậy shop,handover_to_inbox,,0
883756,lỗi tự nhiên nhà sản xuất là lỗi tnao hả b,handover_to_inbox,,0
883757,Nhưng mà k kiềm lòng dc phải mua thôi,handover_to_inbox,,0
883758,Bao gio giao,handover_to_inbox,,0
883759,Co dc free ship kh ạ,handover_to_inbox,,0
883760,uh mình cũng xem mãi rồi mới qđ mua mà cơ mà bên bạn ko bán đồ chơi của vn sản xuất mấy nhỉ,handover_to_inbox,,0
883761,là xao,handover_to_inbox,,0
883762,mình thấy ở kids hay tuticare đều ghi sx tại tq nên hỏi bên bạn,handover_to_inbox,,0
883763,bạn ơi gửi gối cho mình chưa vậy,handover_to_inbox,,0
883764,ship tỉnh bao lâu có hàng,handover_to_inbox,,0
883765,Th bình thường 2 loại này loại nào đắt hơn,handover_to_inbox,,0
883766,1 sét 5 món cho trẻ sơ sinh,handover_to_inbox,,0
883767,năm sx thì có đc nâng cấp thêm qua từng năm k,handover_to_inbox,,0
883768,Vay minh lay cai,handover_to_inbox,,0
883769,mình ở đà nẵng shop có ship cod ko,handover_to_inbox,,0
883770,ủa mình nghi sp nào cung co nam sx chu ta ,handover_to_inbox,,0
883771,1 thanh chỉnh là thanh ntn b nhỉ,handover_to_inbox,,0
883772,shop ơi máy này bên mình về hàng chưa ạ,handover_to_inbox,,0
883773,mình cón mhs của hãng nào nữa k ạ,handover_to_inbox,,0
883774,Nhà ấy còn thanh chắn giường funbaby ấy nhỉ hoặc loại nào tốt bảo t với,handover_to_inbox,,0
883775,Phùng Hưng hay Nguyễn Xí ạ,handover_to_inbox,,0
883776,Sao tớ thấy nó bảo loại gấu ôm mặt trăng kích thuơc 80 rộng 55 nhỉ,handover_to_inbox,,0
883777,Bên b có 2 dòng máy hút sữa media pum vs loại cũng là pum nhưng rút gọn,handover_to_inbox,,0
883778,LÔ F1 KCN QU VÕ PHƯƠNG LIỄU QU VÕ BẮC NINH,handover_to_inbox,,0
883779,C nhớ kèm theo phao bơi giúp e ạ,handover_to_inbox,,0
883780,Phi trên shopee cũng 300 mấy í,handover_to_inbox,,0
883781,2 loại và hãng này ưu nhược điểm th nào nhỉ,handover_to_inbox,,0
883782,Hay thị trường chỉ có 1 loại duy nhất ạ,handover_to_inbox,,0
883783,địa chỉ c4 vũ ngọc phan láng hạ,handover_to_inbox,,0
883784,E mua mấy lần đều chỉ chạy đc vài phút là máy tự tắt báo pin y u,handover_to_inbox,,0
883785,b check tk vcb nhé,handover_to_inbox,,0
883786,2 cái túi trong có dung dịch mềm mềm là túi gì ấy c nhỉ,handover_to_inbox,,0
883787,Sao minh thay ben fb ban co ghi la nhan cod,handover_to_inbox,,0
883788,vì 2 chi c màu xanh với hồng mình thấy khác chi c này,handover_to_inbox,,0
883789,Tính bill cho mình 1 khung size 3 92m và thảm phù hợp kích thước 1 khung 2 63m và thảm luôn nhá,handover_to_inbox,,0
883790,E thấy fb chị đăng có 890k mà c,handover_to_inbox,,0
883791,Đèn vẫn sáng mà ko phát dc nhạc,handover_to_inbox,,0
883792,Muốn mua thêm,handover_to_inbox,,0
883793,Bạn ơi mình xin lỗi cái xe tập đi như th mình cũng vừa đc tặng sáng nay ,handover_to_inbox,,0
883794,Nhưng bạn nhớ gửi theo thông tin mình nhắn bên trên nhé Vì hiện mình k có ở sài gòn mình nhờ em gái mình nhận dùm,handover_to_inbox,,0
883795,Mình phải trả tiền xe và ship là hét bao nhiêu ạ,handover_to_inbox,,0
883796,chị hỏi giường cũi valdera vs graco vs joie hãng nào tốt nhất,handover_to_inbox,,0
883797,ship m 1 bộ với ạ,handover_to_inbox,,0
883798,Cho mình xin thong tin tai khoan voi,handover_to_inbox,,0
883799,Tay ninh b,handover_to_inbox,,0
883800,comfy thì nặng hơn aprica nhiều ko v,handover_to_inbox,,0
883801,Ko km giá nhu the nào vay shop,handover_to_inbox,,0
883802,Gởi nhanh cho mình đc ko,handover_to_inbox,,0
883803,oh nhưng động cơ cũng mới chứ n u lỗi nhà sxuat,handover_to_inbox,,0
883804,Lnao kỹ thuật bên c về xác nhận thi u phụ kiện gh nhún cho thì ship cả hộp trà lợi sữa cho m nhé,handover_to_inbox,,0
883805,Bé mình còn nhỏ chưa chơi dc cầu tuột mình tính sẵn để nữa mua thêm,handover_to_inbox,,0
883806,Này đúng giá đó lun hả shop,handover_to_inbox,,0
883807,lô sx đc ghi dưới đáy thân máy đúng ko ah,handover_to_inbox,,0
883808,Quà tặng minh lấy 3 bóng PAstel nhe ,handover_to_inbox,,0
883809,Có nhận hàng thanh toán ko bạn,handover_to_inbox,,0
883810,Bên b có freeship ko ạ,handover_to_inbox,,0
883811,là mẫu nào vậy bạn,handover_to_inbox,,0
883812,cái thước đo chiều cao còn không bạn ship cho mình 1 hươu và 1 voi nhé,handover_to_inbox,,0
883813,t ck qua ngân hàng đc k,handover_to_inbox,,0
883814,Đây là bàn chải chuối mà,handover_to_inbox,,0
883815,Review thì baoneo được ưa chuộng hơn teknum phải ko ạ,handover_to_inbox,,0
883816,Túi này bên ngoài màu có giống này k b ơi,handover_to_inbox,,0
883817,Tính sẵn tiện lấy luôn ấy mà,handover_to_inbox,,0
883818,Shop mình có ship nội thành hn ko ạ,handover_to_inbox,,0
883819,E nhận đụoc tủ bát mini rồi nhưng sao những thanh nhựa trong tủ gắn nó k chặt đc mà lỏng lẻo úp bình sữa hay núm ti đều bị rớt ra k ah,handover_to_inbox,,0
883820,Tcong bnhiu,handover_to_inbox,,0
883821,Bể bơi có bao gồm phao cổ k shop ,handover_to_inbox,,0
883822,Xe b mới gửi hình đó,handover_to_inbox,,0
883823,địa chỉ shop mh là ở đâu nhỉ,handover_to_inbox,,0
883824,Trong vòng mấy day minh nhan đuoc hàng p,handover_to_inbox,,0
883825,Tưởng đặt ở đâu cũng giống nhau,handover_to_inbox,,0
883826,c nha,handover_to_inbox,,0
883827,có thuê bao thì chưa,handover_to_inbox,,0
883828,Nó có co lại đc,handover_to_inbox,,0
883829,Giá trên shopee shop ko km như báo giá mình ở trên à,handover_to_inbox,,0
883830,k bi t là do 2 hãng sx khác nhau hay th nào,handover_to_inbox,,0
883831,Đe minh tham khao them xiu nua da,handover_to_inbox,,0
883832,Babay grace không khác j dòng vovo đúng k ạ,handover_to_inbox,,0
883833,Có phụ kiện máy này ko ạ,handover_to_inbox,,0
883834,sx tq nhưng chất lượng ok hả bạn,handover_to_inbox,,0
883835,B gửi xe Phương Trang hay sao ak,handover_to_inbox,,0
883836,Mih co về lại hàg hk ạ,handover_to_inbox,,0
883837,Hôm nay thứ 7 mình ko ck đc,handover_to_inbox,,0
883838,Bao giờ lại về event th ạ,handover_to_inbox,,0
883839,shop ơi ngày mai ship hộ mình đ n chung cư d1 ct2 khu đô thị mới tây nam hồ linh đàm hoàng mai hn sđt 0376508858,handover_to_inbox,,0
883840,Cước phí khoảng bn nhỉ,handover_to_inbox,,0
883841,Báo lại cho c xem giao dc ở ĐAu nhé,handover_to_inbox,,0
883842,uhm thôi tin tưởng vào nsx vậy,handover_to_inbox,,0
883843,Cái thảm là mua riêng hay chug combo này ạ,handover_to_inbox,,0
883844,cương vị nhà sx,handover_to_inbox,,0
883845,à cái gh mình cmt ở bài vi t cơ,handover_to_inbox,,0
883846,E mún xem màu thật ở ngoài lun,handover_to_inbox,,0
883847,tổng order là bn tiền bạn nhỉ,handover_to_inbox,,0
883848,Sao 2 cái khác nhau vậy b Bảo hành ấ,handover_to_inbox,,0
883849,Bạn ở Chỗ nào Tây hồ Có dễ tìm k thì Ctuan mih qua xem Mình o Xuân Thuỷ ,handover_to_inbox,,0
883850,Chị oei hôm qua e đặt shopee valdera 2 mà bên m báo h t hàng,handover_to_inbox,,0
883851,Mua trên fb thì k đc hả b,handover_to_inbox,,0
883852,có của hãng nào khác nữa ko ạ,handover_to_inbox,,0
883853,Giá gh hay là độ cao hả c,handover_to_inbox,,0
883854,th mình chuyển khoản cho b,handover_to_inbox,,0
883855,xuất xứ nhật hàn việt điều đc ạ,handover_to_inbox,,0
883856,Cos ship cod ko shop,handover_to_inbox,,0
883857,theo bạn thì cái nào đẹp,handover_to_inbox,,0
883858,B có thể tư vấn cho mình đc k,handover_to_inbox,,0
883859,hay tối có mở k ạ,handover_to_inbox,,0
883860,Okie Dzi để mh order qua shopee,handover_to_inbox,,0
883861,minh chuyen khoản roi ah ban,handover_to_inbox,,0
883862,Máy có bn đầu hút hả shop,handover_to_inbox,,0
883863,Hơn trục năm ko sinh em bé nên ko hiểu,handover_to_inbox,,0
883864,Tủ kệ là trọn bộ giống hình luôn hay sao vậy shop,handover_to_inbox,,0
883865,mình cứ ck nhé,handover_to_inbox,,0
883866,Shop ơi cái quây càng nhiều cánh thì càng rộng pk,handover_to_inbox,,0
883867,N sao cùng size mà góc tròn lại ngắn hơn nhỉ,handover_to_inbox,,0
883868,Khoang bao nhieu 1 tháng b,handover_to_inbox,,0
883869,Th thứ 2 ship cho c nhé,handover_to_inbox,,0
883870,Cùng là hàng công ty hay xao bạn,handover_to_inbox,,0
883871,E gửi luôn shop ảnh máy unimom like new,handover_to_inbox,,0
883872,sđt 0933051061,handover_to_inbox,,0
883873,Mẫu nào thichd hơn hả ấy,handover_to_inbox,,0
883874,Xe vovo cũng đai sau à b,handover_to_inbox,,0
883875,Bên shop có ship cod ko Hay ck trc ạ,handover_to_inbox,,0
883876,Còn mua tấm thảm này riêng thì giá và ship nhiu,handover_to_inbox,,0
883877,đệm dày 25cm,handover_to_inbox,,0
883878,Và mình có thắc mắc,handover_to_inbox,,0
883879,Cái này thì mua bên shopee dc freeship ha b,handover_to_inbox,,0
883880,Gọi trc cho mình nhé mình tuần này hơi bận,handover_to_inbox,,0
883881,2 thanh ở giữa đúng chỗ bé nằm ấy,handover_to_inbox,,0
883882,Oki mình xem thêm sp rùi pm lại nha,handover_to_inbox,,0
883883,Lắp vào có chắc chắn k bạn,handover_to_inbox,,0
883884,Mẫu mới nhất 2 chiều là 3 tư th luôn đúng ko,handover_to_inbox,,0
883885,Mà vovo có nóng lắm ko shop,handover_to_inbox,,0
883886,Mình sẽ comment mấy hình Cái nào còn hay không thì inbox mình bi t nha,handover_to_inbox,,0
883887,Như là hàng loại 1 loại 2 í bạn,handover_to_inbox,,0
883888,vì e k bi t nôi đưa th nào có êm ko hay có khựng k á,handover_to_inbox,,0
883889,Cái này hâm 1 bình thôi phải ko ạ,handover_to_inbox,,0
883890,cứ nghĩ nó giống như mấy xe sx ở việt nam,handover_to_inbox,,0
883891,bên mình có bán rời không,handover_to_inbox,,0
883892,của hãng nào an toàn k chị,handover_to_inbox,,0
883893,Mình mong shop rep nên mình sẽ ib liên tục xem tn có hiện lên ko,handover_to_inbox,,0
883894,B check lại thông tin bên fb kia giúp t đc ko,handover_to_inbox,,0
883895,Vâng Xe còn mới chứ ạ,handover_to_inbox,,0
883896,Chung của shop luon hay sao ,handover_to_inbox,,0
883897,Nhưng cái phần viền bên mép trên bể mình bơm thấy bị 1 lỗ chỗ mép nên xì hơi,handover_to_inbox,,0
883898,3 xe nay thi lay xe nao duoc ha shop,handover_to_inbox,,0
883899,Có thể co ngắn lại đc tầm 50cm ko b,handover_to_inbox,,0
883900,Đặt shoppe như th nào hả shop Hồi nào đ n giờ mình chưa đặt qua shoppe ,handover_to_inbox,,0
883901,Shopee có free ship ko ạ,handover_to_inbox,,0
883902,Loại tốt hơn m lac giá cao hơn ấy,handover_to_inbox,,0
883903,Cái nào càn k càn sj,handover_to_inbox,,0
883904,c ơi e ck rồi đó ạ,handover_to_inbox,,0
883905,Vì trả thêm cung k Bê,handover_to_inbox,,0
883906,Máy đơn và đôi khác gì nhau b,handover_to_inbox,,0
883907,Để chi xem mẫu nào phù hợp chi báo nhé,handover_to_inbox,,0
883908,Phi van chuyen nua thi bnhiu p,handover_to_inbox,,0
883909,Hôm nay ben e có giao hang cho c dc ko,handover_to_inbox,,0
883910,Có dc freeship ko hay đặt qua shoppee,handover_to_inbox,,0
883911,Máy fat dùng được k shop nhỉ,handover_to_inbox,,0
883912,ví dụ như joie hãng của anh nh sản xuất tại tư,handover_to_inbox,,0
883913,chấm bi như nào nhỉ,handover_to_inbox,,0
883914,với làm sao check là máy sx năm nào,handover_to_inbox,,0
883915,Thanh dài th xe máy có chở đc ko bạn,handover_to_inbox,,0
883916,ah toy hoúe vs Hola cai nao tot hon ah,handover_to_inbox,,0
883917,Giao đ n Long Biên cho m,handover_to_inbox,,0
883918,Ủa sao nhìn hình ko thấy hè,handover_to_inbox,,0
883919,N u ngày nghỉ thì giao đc đấy,handover_to_inbox,,0
883920,Mk tưởng thản nào cũng đc tặng kèm bóng chứ,handover_to_inbox,,0
883921,ship ve Biên Hòa Đồng Nai bn ak may ngay nhan dc,handover_to_inbox,,0
883922,Bao giờ có hàg b,handover_to_inbox,,0
883923,Minh vừa lên shopee xem clip,handover_to_inbox,,0
883924,Mở ra thấy cái dây này nè,handover_to_inbox,,0
883925,K co viettin bank ha ban,handover_to_inbox,,0
883926,Hix khi nào sách về bạn,handover_to_inbox,,0
883927,cái con ngựa bập bênh cầu trượt shop có ship về bn ko,handover_to_inbox,,0
883928,Nhưng món hôm qua mình đat có để cho mình ko shop,handover_to_inbox,,0
883929,Hàng cồng kềnh như này tiền ship cao k ạ,handover_to_inbox,,0
883930,Hên hỏi shop chớ ko nhận xe kia ko thích kiểu lắm,handover_to_inbox,,0
883931,Mẫu này chắc chắn ko shop,handover_to_inbox,,0
883932,The cai ghe tam co thich ko,handover_to_inbox,,0
883933,Mình đặt qa shoppe nha,handover_to_inbox,,0
883934,Dòng mới và like new chênh nhau nhiều k ạ,handover_to_inbox,,0
883935,Chưa hút đc con mụn nào,handover_to_inbox,,0
883936,Th mình hỏi có loại nào gần giống k b lại bảo k,handover_to_inbox,,0
883937,shop co ko nhi,handover_to_inbox,,0
883938,Thôi cứ ship qua c lắp xem đc ko nhé,handover_to_inbox,,0
883939,Mua nhiêif th có được tặng gì k bạn ơi,handover_to_inbox,,0
883940,Shop cho minh hoi 2 chiec ghe o to tren thi nen mua loai nao,handover_to_inbox,,0
883941,Này là giá sale hả b,handover_to_inbox,,0
883942,sđt 0766030791,handover_to_inbox,,0
883943,Bao lâu thì có hàng,handover_to_inbox,,0
883944,Shop ơi e mới ck nha,handover_to_inbox,,0
883945,cho minh hỏi full set này giá bn ạ,handover_to_inbox,,0
883946,B cho m mã k mai trên shoppe sp này vs,handover_to_inbox,,0
883947,Thay mau 2017cung ok ma o thay co xanh lá,handover_to_inbox,,0
883948,Shop chốt cho mình 3 cái này,handover_to_inbox,,0
883949,Vậy chừng nào về hàng ạ,handover_to_inbox,,0
883950,Gồm bể phao bơi bơm phao van xả mi ng dán và đồ km ah,handover_to_inbox,,0
883951,mình chuyển khoản cho bạn rồi đó,handover_to_inbox,,0
883952,tổng của m bao nhiêu nhỉ,handover_to_inbox,,0
883953,Nhưng cần cái tránh gió hơn,handover_to_inbox,,0
883954,Mình ko dùng sp,handover_to_inbox,,0
883955,Bạn có ko ạ,handover_to_inbox,,0
883956,Theo shop thì loại nào tốt hơn ạ,handover_to_inbox,,0
883957,Vs cái đ nó bằng vải hay nhựa ạ,handover_to_inbox,,0
883958,Vì mình ko dùng đc shopee nên bị miss mấy lần rồi,handover_to_inbox,,0
883959,Ko pải bơm hơi à,handover_to_inbox,,0
883960,Shop ở đâu cho m xin đc đc k,handover_to_inbox,,0
883961,Nhà e hoi chạt chội nên e muon lay cai nao nó gon gàng cho đo mất diện tích,handover_to_inbox,,0
883962,địa chỉ e,handover_to_inbox,,0
883963,chiều nay 6h ship giúp mình 1 chi c đ n địa chỉ sn 52 ngách 254 1 đường bưởi nhé,handover_to_inbox,,0
883964,E oi ktra cho c xem hôm nay có giao hàng cho c dc ko,handover_to_inbox,,0
883965,Còn loại để float gi đấy,handover_to_inbox,,0
883966,Cái trắng trắng này k bít lắp vào đâu,handover_to_inbox,,0
883967,Và ship mỗ lao hà đông đk hỗ trợ ship ko ạ,handover_to_inbox,,0
883968,Mẫu 1 khác mẫu 2 tn bạn ơi,handover_to_inbox,,0
883969,Báo lại mình với nhé,handover_to_inbox,,0
883970,39k là 1 con hay 2 con như hình hat b,handover_to_inbox,,0
883971,Tại ban ngày tớ đi làm,handover_to_inbox,,0
883972,Bạn ơi bạn chuyển luôn cho mình nhé,handover_to_inbox,,0
883973,sđt 0972678844,handover_to_inbox,,0
883974,Mình cảm giác mastela chắc chắn hơn đúng ko shop,handover_to_inbox,,0
883975,Vậy hn đổi giúp c sang newber nhé,handover_to_inbox,,0
883976,Thanh kích thước fix theo mình đặt hay ntn b,handover_to_inbox,,0
883977,Đổi sang vovo đc k,handover_to_inbox,,0
883978,Cho e hoi ohi ship tinh bn ạ,handover_to_inbox,,0
883979,Sao t qua cửa hàng ko tìm dc shop b nhỉ,handover_to_inbox,,0
883980,Bao lâu có hàng chị,handover_to_inbox,,0
883981,gói tặng thảm,handover_to_inbox,,0
883982,E ở xa thì n u bảo hành thì gửi về shop ạ,handover_to_inbox,,0
883983,Xe nay la 2 chieu fai k shop,handover_to_inbox,,0
883984,Mai ship c 1 thùng về Vp6 linh đàm sau 5h nhé,handover_to_inbox,,0
883985,Tớ ko cần về ngay đâu Sang mùa hè năm sau cungc đc vì tớ có xe mùa đông rồi Miễn là về màu đen thoai Cho dễ k t hợp mà đi hoàn cảnh nào troing vẫn bị đẹp ấy,handover_to_inbox,,0
883986,Co tinh phi ship ko shop,handover_to_inbox,,0
883987,Bảo quản lạnh của nó thì có to ko b,handover_to_inbox,,0
883988,Sữa mình để trong đó dc bao nhiêu ngày ch,handover_to_inbox,,0
883989,À shop cho mình hỏi thanh chắn giường dạng trượt là mở ra ntnao ạV,handover_to_inbox,,0
883990,Hàng to như máy nutribaby hay gh ăn dặm e đều đặt cả rồi,handover_to_inbox,,0
883991,hay la hang nuoc thu 3 sx,handover_to_inbox,,0
883992,Tổng tiền là 225k ship cod là 30 hay 40 vậy bạn,handover_to_inbox,,0
883993,Shop giúp e huỷ đơn,handover_to_inbox,,0
883994,Có nhắn bên zalo cho bạn hướng dẫn mà k thấy tl ch oi,handover_to_inbox,,0
883995,Để mình hỏi lại ox xem chọn mẫu nào,handover_to_inbox,,0
883996,c sản xuất mà nhiều ng ko hiểu điều đấy,handover_to_inbox,,0
883997,Vậy shop cho mình order 2 món đi ạ,handover_to_inbox,,0
883998,địa chỉ an nội an lư thuỷ nguyên hải phong,handover_to_inbox,,0
883999,Check đơn cho c với,handover_to_inbox,,0
884000,thiet ke khac nhau la do nam sx ha chi,handover_to_inbox,,0
884001,Mẫu nào thì ok hơn b,handover_to_inbox,,0
884002,Cho hỏi có xịn ko,handover_to_inbox,,0
884003,Hay cho tớ ck trc giữ hàng đc k,handover_to_inbox,,0
884004,Thôi e dùng loại vừa phải thôi,handover_to_inbox,,0
884005,Sao giá shopee lại là 1490k ạ e thấy shop báo có 1390 ạ,handover_to_inbox,,0
884006,Để mình hỏi ba nó xem sao nhé,handover_to_inbox,,0
884007,Mình lấy thêm mấy thứ nữa bạn chờ mình gửi hình nhé,handover_to_inbox,,0
884008,Tìm sane phẩm ntn ạ,handover_to_inbox,,0
884009,Roi ben dó dổ lõi la do ben giao hàng này nọ,handover_to_inbox,,0
884010,sđt 0378178292,handover_to_inbox,,0
884011,Mình pin to ko vừa,handover_to_inbox,,0
884012,Chiều cao từ mătj đất lên gh ngồi của bé là bao nhiêu vậy ah,handover_to_inbox,,0
884013,Ko bi t lắp ở đâu,handover_to_inbox,,0
884014,c cho e hỏi e thấy bảo bản pump h k sx nữa thì sao bán nh th ạ,handover_to_inbox,,0
