senid,sentence
617721,Gối bao tiền b 
617722,Kích thước gối ntn vậy b 
617723,B bảo tuần tời hàng về mà 
617724,N u có hàng thì tag mình vào nhé 
617725,Shop ơi Ti giả nuk cao su có những mẫu nào vậy 
617726,Núm cao su mùi như mùi gối cao su đúng ko e 
617727,Nhưng mùi kiểu vậy ko 
617728,Th cho c xem mẫu silicon để c nhờ ng qua lấy nhé
617729,Cho c 2c mẫu này nhé 
617730,C thấy đánh số là cao su mà
617731,C thấy đánh số là bộ hình gấu pooh nhưng toàn là loại cao su
617732,Còn silicon thì có hình mickey thôi đúng ko e
617733,Mẫu này là silicon thì cho c m2 và m3
617734,Mà mình lấy 2c lẻ thôi
617735,2 chi c í
617736,Chứ ko phải 2 cặp 4chiec nhé
617737,Vậy m2
617738,Lát nữa có anh nói giọng ngọng đi ko vững lắm đ n thì bạn đưa cho a ấy loại này nhé
617739,170k đúng ko 
617740,Htai thì còn loại gì A ấy đi trên đg rồi 
617741,N u vậy khi hàng về b ship luôn ra bv hữu nghị Việt Xô cho mình trong ngày nay nhé
617742,Tên ng nhận là c Dung
617743,097 6202426
617744,Cả tiền ship là bnhiu b 
617745,Còn thanh chắn này ko shop
617746,Shop ib giá jup mình mấy đồ này nha 
617747,Ship cho mình 4 món này địu mầu hồng Dc 34 79 40 Dương quảng hàm cầu giấy 0982334849
617748,Bao giờ về những mẫu mình chọn bạn ui
617749, bạn ship cho mình địu màu xanh và hai đồ chơi
617750,Mình lấy lục lạc xanh lá
617751,Bao giờ bên bạn ship Đồ cho mình 
617752,Oki Bạn
617753,Báo giá cho mình đồ chơi này
617754,Báo giá xe tập đi cho mình
617755,Mình Bỏ không lấy địu nữa bạn nhé
617756,Lấy cho mình gh màu xanh bạn nhé 
617757,Mầu này còn ko bạn 
617758,Ủa Sao khác hãng mà thi t k giống nhau th bạn 
617759,Mình thấy mấy mầu trên link bạn bảo mình xem trông mầu sắc hơi sặc sỡ quá
617760,Mình thấy 2 mầu này ko ok lắm
617761,Thôi th bỏ qua cho mình gh nhún này Hôm nào có xe tập đi và đồ chơi cho bé bạn ship cho mình nha
617762,Sory bạn nha nhiệt tình trả lời mình mà mình ko lấy đc j cho bạn ngại quá 
617763,Hôm nào có xe tập đi bạn alo mình nha Còn mấy con lục lạc có bạn chuyển cho mình trước cũng được
617764,Oki Tks bạn
617765,Bạn ơi đã có xe tập đi chưa 
617766,Bạn có xe đẩy đi biển nào siêu gọn nhẹ ko bạn 
617767,Mấy con lục lạc này có ship luôn cho mình nhé 
617768,Mình lấy mẫu xe tập đi này bạn có hàng chưa 
617769, mẫu xe tập đi này mình ko thích bạn àh 
617770,Ship cho mình 1 con Đc 34 79 40 Dương Quảng Hàm Cầu Giấy DD 0982334849
617771,E oi cai nay con k ah
617772,Co shipcod k e
617773,Pai ck ha e
617774,Chuyen khoan ha e
617775,Vay so tai khoan la j vay k
617776,E oi cai nay con k
617777,E oi cai nay bao nhiu vay
617778,Co mau nay thoi ha shop
617779,E oi c vua ck tien cai ho boi voi kẹ do 
617780,Agibankak
617781,81 ấp 7 xã gia canh huyện định quán tỉnh đồng nai
617782,0967456771
617783,0967456772
617784,Het hag roi sao b k noi m luc dau ak 
617785,Jo pai ngoi doi toi tuan sau
617786,Ve nho gui m luon nha
617787,E oi c k lay ho boi dug cho no nua nha 
617788,Lay con voi nay nha e 
617789,Bu het bao nhiu nua vay
617790,Vay e coi dum c voi 
617791,Ok Mai e nho coi lai dum c nha 
617792,Dug roi e Vay doi cho c nha
617793,Bu them tien k e
617794,Vay c lay 2 thu nay nha
617795,Co do choi j tam 250k luon k e
617796,C lay luon e khoi ck
617797,Vay e lay balo may cho nha
617798,Con 39 k c ck cho
617799,C gui roi nha
617800,E gui hang cho c nha
617801,E gui hag cho c chua vay
617802,Dc roi E gui hag cho c di
617803,Mua tu bua jo ma jo con chua co nua
617804,Vay la 3 mon nay nha
617805,E gui lien di Chu c dat bua jo roi
617806,E oi gui hag cho c chua vay May bua roi sao k thay
617807,E oi xe day nay bao nhiu do
617808,Vay c chuyen khoan roi e gui hag pai k
617809,E oi c ck roi nha
617810,Lay mau xanh dam nay nha e
617811,E co phao boi ma deo vao tay be k
617812,Vay e lay cho c xe nay nha e
617813,Vay jo sao e
617814,Dot trc cug chuyen vay ma
617815,No luu san roi jo c nhan vao thoi ah
617816,Tai dot trc c cug ck vay ak
617817,Mai e coi dum c nha
617818,Co j e bao lai cho c nha
617819,E oi dug roi ak
617820,Vay ma bua jo cu tuog gui dc roi
617821,C moi chuyen khoan lai do nha
617822,Cái cũ la 1080 k voi cai moi gui la 2390
617823,Ne e 
617824,Gui cai xe day nha e
617825,Nho noi nha e
617826,K lai k gui dc nua do
617827,Vay e gui hag cho c nha
617828,Kiem tra hag giup c nha
617829,E co ban mieg lot vai ben trog xe day k
617830,Voi cai quat nho giog vay k e
617831,Kẹp vao xe cho mat
617832,E oi xe nay k hạ xuog dc nua ha
617833,Co 1 tu the vay thoi ha e
617834,E oi ghe nay bao nhieu vay
617835,Xe nay bao nhieu vay e
617836,Lay cho c cai ghe nay nha e
617837,Ok De c ck roi nt qua
617838,E oi lay c cai nay nha
617839,C ck roi e gui hag cho c nha
617840,Dug roi e
617841,Gui chua e
617842,Y la c noi e gui chua De c dat them do ak
617843,Cdat them cai nay
617844,E gui cug luc cho c dc k
617845,Cai nay ne e
617846,Vay e con mau j
617847,Gui hjh c xem voi e
617848,Mau do hogvay ha e
617849,Link e gui c thay mau den ma
617850,Jog vay ha
617851,Gia sao e
617852,Vay lay c xe do nha
617853,E oi c chuyen khoan roi ma quen k chup hih 
617854,E kiem tra dum c
617855,Gui hag cho c nha
617856,Ne e oi
617857,Xe nay ne e
617858,Cua c toi 3 thu ma chua thay cai nao
617859,E coi dum c
617860,Vay ma bua jo c goi hoi thi e bao gui luon roi
617861,Jo e gui lai cho c di Kiem tra dum c 3 thu voi 
617862,Con cai xe kja c gui tra ve cho
617863,Ok De c gui
617864,C lay cai ce nay nha 
617865,E nho gui 3 cai kja cho c nha 
617866,Kiem tra roi gui di dum c voi 
617867,E oi cho c hoi
617868,Ghe nay ne
617869,Thay trong huong dan co màn che
617870,Ma trog thung thi k co
617871,Ok Cam on e nha
617872,Xe đẩy vovo khung bạc với khung trắng là như th nào vậy
617873,Chất lượng th nào
617874,Đẹp hơn à
617875,Bạn có ảnh khung bạc ko
617876,Mjnhf thấy toàn khung trắng
617877,Ship mình 1 cái xanh nhạt nhé
617878,Nhà ct1 chung cư ngõ hòa bình 6 minh khai
617879,0988114814
617880,Cho mình 2 chiều màu xanh nhé
617881,Có bán lẻ gối ôm comfort baby ko ah
617882,Gối chặn b
617883,Bán cả bộ hay như nào ạp
617884,Báo giá m cái này nhe
617885,Còn màu khác k b
617886,Tại bé nhà m bé trai màu này girl quá
617887,Bên m có xe đẩy aprica karon k shop
617888,Qua xem trực ti p đc k b
617889,Minh chuyen ve roi thannh toan ko dc ha c
617890,Bạn này shop bán bao nhiêu s
617891,Bên mình hiện có chương trình sale k ạ
617892,Nhựa có bị đổi màu k shop
617893,Còn màu hồng không dhop
617894,Mình đọc địa chỉ cho b
617895,Đây m lấy bạn này nhé
617896,Bạn đọc địa chỉ mình chuyển tiền cho bạn
617897,Tổng là 1330k
617898,Gửi xe thì ra đâu lấy bạn
617899,Bạn ơi kiểm tra rồi gửi cho mình nhé
617900,Sđt 0987040497
617901,Sản phẩm này bao giờ shop sale thì phần m nhé
617902,Vâng em mua combo mấy thứ giống trong hình luôn
617903,Vậy em này bao nhiêu hả s
617904,Bạn kiểm tra cẩn thận lại nhé mình chuyển thành công rồi nhé
617905,Ngày và giờ ghi trên tn h t rồi nhé
617906,Mình k quen xe khách nào 
617907,C gửi ở b n hay ntn để em hỏi
617908,Chị gửi về đập phúc hoặc hoà mạc c ah
617909,C chạy ra b n gửi cho em nhé
617910,0975617637
617911,B n giáp bát c ah 
617912,2h30 là quay về em
617913,0984009425
617914,Không số này chạy về mình muộn hơn shop xem có gửi giúp mình luôn đk k nhé
617915,Shop gửi cho m chưa ah
617916,Sao em k thấy xe nào gọi em ra nhận
617917,Cho m lấy b này
617918,C còn bạn này k
617919,Bạn gửi xe cho mình đk k
617920,Vẫn nhà xe cũ b
617921,Lần trước m cũng chuyển khoản h t
617922,Nhưng khi shop gửi đồ
617923,Lúc lấy m vẫn trả tiền Ship về
617924,Mai T2 c gọi xong c gửi giúp em nhé
617925,Quây không hả shop
617926,Có xích đu cầu trượt không
617927,Bộ như hình mình gửi size 1m5 *1m8
617928,Có cả cầu trượt xích đi
617929,Không lấy thảm XPE còn bao nhiêu em
617930,Trước m mua 1 tủ này bên mình
617931,Bên m giờ còn k ăn
617932,Giá hiện tại bên mình bao nhiêu shop
617933,Có sale k bạn
617934,Cho em lấy cái này
617935,0975617637 số nhà xe chị ơi
617936,Lần trước shop gửi xe này cho em 1 lần rồi đấy
617937,Shop sale thêm cho em nữa đk k ah
617938,Shop sale thêm cho em t nữa đk k ah
617939,Shop gửi nhớ điện cho m m còn ra nhận
617940,Nguyễn thu Hà trung tâm điều dưỡng thương binh yên nam duy tiên Hà nam
617941,Sđt 0987040498
617942,0987040498
617943,Số này b nhé
617944,Số lần trước sai đuôi nhà xe k gọi đk cho em k
617945,Gửi chưa b
617946,Để m sắp x p ra đón
617947,Shop bảo nay gửi đồ
617948,Shop gửi chưa m còn nhận
617949,Em muốn tìm hiểu sp ngậm cho trẻ bé
617950,M lấy 2 bạn này
617951,Cho m xin đường lick của bạn thứ 2
617952,M k tìm thấy đk trong shoppe
617953,Giá đai 1xx mấy vậy c
617954,Ship qua shoppe giá rẻ hơn k ạ
617955,Ship bn nũa ạ
617956,Cho e 1 đai màu xanh ship về 809 Nguyễn Lương Bằng Đà nẵng
617957,Dạ cảm ơn sh
617958,Xe đẩy combi còn ko b 
617959,Có bán cầu tuột ko ko b
617960,Này còn ko b 
617961,Gửi mình nha b
617962,Tây ninh ak
617963,Cái này có bán riêng xich đu ko b 
617964,Minh ko thấy sp này trong shopee b ơi
617965,B gửi mình số tk nhé
617966,Ck rồi b nha
617967,Cai này còn ko
617968,Code xe được ko b 
617969,Nguyễn Văn Cần CH Hồng Niêng 0902700558 139 đường 785 ấp Thạnh Hoà xã Thạnh Đông huyện Tân Châu tĩnh Tây Ninh
617970,Gửi chung với cai vô lăng nha b
617971,Gửi chưa b ơi
617972,Shop báo giá cho mình 2 mẫu này
617973,Shop ơi mình còn đặt thêm gh ngồi ăn bệt xí cả bộ cầu trượt thì giá ntn Có giảm thêm ko 
617974,Cái cũi đấy nó có đệm ga luôn ko b Hay phải mua riêng
617975,Cả màn luôn hả b 
617976,Mình chọn thêm gh và bệt xí xog bên bạn ship nhé
617977,Đồ chơi của trẻ dưới 1 tuổi bên bạn có sẵn cái gì 
617978,Mình lấy sẵn
617979,Có cái quây vòng lại cho trẻ ngồi chơi k bạn
617980,Cầu trượt thì bgio lại về 
617981,Chậu tắm mình k thấy có nhỉ
617982,Teknum là cái cuối cùng mình gửi đúng ko
617983,Ship cho mình đ n số nhà 47 ngõ 210 Đội Cấn gồm bô thảm chơi gh ăn và cũi nhé
617984,Có người lắp đồ vào cho mình đúng ko 
617985,Sdt 0913855515 trưa mình mới có nhà nên bên bạn ship cho mình vào 12h nhé
617986,Check đungs hàng cho mình nhé
617987,Ơ sao bên cậu sáng báo có sẵn
617988,Cũi tuần sau thì bgio có cậu
617989,Ngày chính xác ấy
617990,Gh ăn này cơ
617991,Tối nay tầm 7h ship cho tớ bô gh ăn và thảm chơi đc ko 
617992,Oki cậu đúng 7h tối cho t nhé
617993,Uh t đây
617994,Bên mình có thảm chơi cho bé mà rộng 1m5 trở lên ko
617995,Có ship đx luôn cho t ko 
617996,Ship cho t qua sảnh vimec timecity với
617997,Ship luon cho tớ sdt là 0981345690
617998,Tối muộn là mấy h cậu
617999,T lấy con voi
618000,Uh 8h cố gắng cho t nhé
618001,Cho t luôn tối nay đi
618002,Vì t cần gấp
618003,K tớ lại phải gọi chỗ khác
618004,Đ n gọi t nhé
618005,Gối này còn ko shop 
618006,Loạinafy có còn k b 
618007,Vậy mai b ship giúp mình ra sảnh R1B Royal city b nhé Ship giúp mình buổi sáng thì ở số 5 điện biên phủ nhé
618008,Sdt 0981345690
618009,N u buổi chiều ship giúp mình ra sảnh R1B sau 4h chiều và 6h30 nhé
618010,Bên bạn ship đc mấy h cho mình nhỉ
618011,Trc khi đi gọi mình trc vì t nữa mình k ở điện biên phủ nữa
618012,Hnay có nhận ship ko nhỉ 
618013,Bộ bàn gh cho bé là bnhieu b 
618014,Ô sao mình xem trên fb là giá 8xx
618015,Hnay bên bạn có ship ko 
618016,Th tầm mấy h ship đx cho mình để mình nhắn địa chỉ chính xác sơ mình chạy đi chạy lại
618017,Be là cái màu vàng hả b 
618018,Cho mình ảnh với
618019,Th để mai mình nhắn địa chỉ b ship nhé tối mình sợ đi lung tung k nhận đc
618020,To quá b ạ cho mình xin thông tin của quây ko và bộ cầu trượt lẻ nhé
618021,Cho mình xin giá bộ này nhé
618022,Chiều ship giudp mình bộ này đc ko
618023,Còn bộ vàng đúng k b 
618024,Mai ship giúp mình ra sảnh R1B Royalcity nhé sdt 0981345690
618025,Trc khi ship gọi xem mình có nhà k nhé Mình sợ mai có việc
618026,Xog cho mình stk nhé
618027,Chuyển xog mingf chụp màn hình
618028,B cứ cho ship rồi minhf trả tiền mặt nhé
618029,Tk mình đang lỗi k thanh toán đc
618030,Shop ơi báo giá cho em thanh chắn cầu thang vs ạ
618031,dạ thanh chặn cầu thang có săn hok shop
618032,của 82cm vừa hok ạ
618033,shop có shoppe hok ạ
618034,để em vào đặt hàng ạ
618035,shop có bán thanh nối chắn cửa hok ạ
618036,lều bao nhiêu ạ
618037,Mình 2 bộ 5 món
618038,Minh trên sân bay nội bài
618039,nhà mình h t hàng xe đáp 3 bánh của EDGAR BABY rồi à mình muốn lấy xe màu đỏ bánh cao su
618040,th sắp tới ko có hàng về à 
618041,mình muốn lấy loại 1 450 ấy
618042,th mình đặt cái màu đỏ nhé
618043,à 1 550
618044,bánh cao su
618045,màu đỏ bánh cao su ấy 1 550k ấy
618046,màu đỏ bánh cao su ấy 1 550k ấy nhà mình có xe đạp 3 bánh chưa nhỉ
618047,À xe đẩy kiêm xe đapj ấy
618048,Loại 1550k mà
618049,Th có những màu gì nhỉ 
618050,Mình muốn lấy bánh cao su ko lấy bánh đúc
618051,N u ko bh hàng về 
618052,Bao h có hàng ti p vậy 
618053,Mẫu mới có bánh cao su ko shop 
618054,Nhưng sợ nó ko êm ko shop 
618055,Đi bánh cao su thì êm ái hơn bé đỡ bị xóc ấy ạ
618056,Vậy hàng mới thì bao h về ạ 
618057,Th hàng về gửi ảnh mình xem
618058,có hàng chưa shop ơi
618059,190k
618060,3 ngăn à bạn
618061,Xe này mình có màu hồng ko
618062,Mình có bảo hành gì ko shop
618063,Lấy cho mình 1 xe này mà màu hồng nha
618064,Đc 854 tạ quang bửu p6 q8 Chung cư giai việt lô B2 Sđt 0922226373
618065,Ủa vậy shop có bán xe đẩy cho mình hk
618066,Để mình bt mua chỗ khác
618067,Mình có vừa gọi điện đặt thảm silicon 1 4X 2m của Toyhouse
618068,Bạn nhờ ship chuyển hàng sớm giúp mình nhé
618069,Thông tin liên hệ
618070,Hằng 096 268 347 086 886 1347
618071,Đc Số 11 ngách 238 1 ngõ 238 Hoàng Quốc Việt ngõ sát Cao Đẳng Du lịch HN 
618072,Oki mẫu trên nhà mình đang có 1 chiec như nay 
618073,Bạn nhắc ship qua trực tiêp n u thây cửa đóng thì bam chuông
618074,Bên mình cũng làm DV nên nhiều KH gọi tới đôi khi mình ko bắt máy dc h t
618075,Mình lúc nào cũng mở cửa tring h hanh chinh
618076,Ship cứ qua trưc tiep là dc nhe
618077,Có gì bạn ship sơm cho minh nhe
618078,báo giá giúp mình xe này
618079,Mình có mua ở shop gh ô tô trẻ em zaracos aroma 7196
618080,Về tháo đệm ra giặt giờ ko rõ lắp dây dai phía sau th nào
618081,Shop có thể chụp giúp mình hình lưng gh để hình dung cách lắp đặt ko 
618082,Shop cho e hỏi với ạ máy oha sữa này giá bn ạ
618083,Và máy này có pha đc sữa ở nhiệt độ 70 độ ko ạ
618084,Hay tối đa là 55 độ ạ
618085,Vâng tại con e uống meji hic mà meji số 0 pha nhiệt 70 độ
618086,Lên e hỏi hic vậy ko phù hợp r hic
618087,Vâng e cảm ơn shop ạ 
618088,0392449555 119 tô hiệu cẩm trung cẩm phả quảng ninh 
618089,À e muốn mua cái xoang nấu cháo cho con mà từ 230k giảm còn 130k ấy ạ
618090,Báo giá giúp M cũi nhựa có thang trượt
618091,Có quây vải ko b
618092,Có loại to hơn ko
618093,Cũi nhựa còn loại nào giá ít hơn ko nhỉ B
618094,Shop còn những mẫu này hok ah
618095,Shop ơi còn hàng hok báo giá giúp mình ah
618096,Báo giá giúp mình thảm cú và thú bông luôn ah
618097,Mình lấy tất cả những món trên shop free ship cho mình được hok
618098,Thảm khi nào có lại ah
618099,Vậy shop ship cho mình thảm cú và thú bông trước ah
618100,Shop ship về địa chỉ này giúp nhé
618101,168 8 khu phố 2 phường Tam Hoà Tp Biên Hoà tỉnh Đồng Nai Tel 01264177647
618102,Khi nào thảm nhạc có hàng shop báo giúp mình nhé
618103,Cho em giá với ah
618104,Shop ơi có ship qua shopee hok ah
618105,Mình lấy 3 sản phẩm này ah
618106,Mình đặt hàng nhưng dịch vụ giao hàng nhanh mình không huỷ được ah
618107,Mình mất phí giao hàng
618108,N u ship cod vào miền nam phí bao nhiêu ah
618109,Phí ship qua shoppe là 85k ah
618110,Ohm mình hỏi để lựa chọn dịch vụ thôi ah
618111,Vậy để mình đặt hàng lại bên shoppe
618112,Đồ chơi này còn không ah
618113,Bộ câu cá còn hok ah
618114,1 bộ câu cá và 1 bộ chơi nhà tắm
618115,Bên shopee mình không thấy bộ câu cá
618116,M xin giá quây bóng ạ
618117,Đây là gh ăn dặm luôn ạ
618118,Bn ai
618119,Xe này hộp có to quá k ạ
618120,Để xem ship về cơ quan có tiện ko
618121,Ship 275 nguyễn trãi thanh xuân bn ạ
618122,Hoặc l thường kiệt hà nội
618123,Có ship qia shopee ko ạ
618124,Th ship e đ n 275 nguyễn trãi
618125,Ngày kia ship ạ
618126,Màu đen trắng 450k nhé
618127,K xem tn ạ
618128,Huhu hqa mà ship chung vs xe tập đi thì đỡ đc tiền ship ạ T T
618129,Shop còn cái lều trên ko
618130,Cái này 1 em Bé chơi thôi thì sz bé nhất là hợp l à shop
618131,Các cửa lắp vào có chắc chắn ko shop 
618132,K lung lay đúng k ạ
618133,So vs hàng mà hơn 2 tr thì hàng này có nhược điểm gì vậy ạ
618134,Mẫu toy house ngôi nhà còn k b
618135,Có ctrinh sale ko
618136,E thấy lần trc báo giá rẻ hơn mà 
618137,Vậy bộ toyhouse ms đăng mà đc tặng thảm giá bn ạ
618138,Bộ đấy vs bộ này khác nhau à shop
618139,Bộ này shop
618140,Th là tổng bn tiền ạ 
618141,Vậy n u mua sz nhỡ thì giá bn ạ 
618142,Th là k đc tặng ngựa vs bóng à
618143,Th thui vậy Đợi có ctrinh kmai khác vậy 
618144,Th quây hola sz trung bình giá vs kmai ntn hả b
618145,Ơ m tưởng đây toyhouse
618146,gh này điều chỉnh đc độ cao à shop
618147,mình mua qua shopee đc ko
618148,gửi mình link nhé
618149,th thui ship trưc ti p cho e vè 275 ng trãi nhé
618150,chỉ hộp xấu thôi chứ hàng k lỗi đúng k shop
618151,ship đắt nhị
618152,ok ship đ n đc ktra hàng ko shop
618153,th ship cửa bắc rẻ hơn k ạ 
618154,ui th thui th mai ship mình về 275 ng trãi nhé
618155,gh có những màu gì ạ
618156,là màu gì shop
618157,mai t7 mình ở nhà bạn cứ ship ban ngày cho mình
618158,gọi trc khi đ n cho chắc
618159,0934570005
618160,Lnao giao gọi trc mình nhé
618161,B ơi hnay ship gh cho mình đc ko
618162,Chứ mai mình k có nhà lại phải ship qua cơ quan sợ hộp to
618163,Hnay ship à b
618164,Hộp có to lắm ko b
618165,Ko thì ship qua cơ quan giúp mình
618166,mình vừa báo a ship r nha
618167,Bạn ơi mở cái khay ra kiểu gì để ngồi vào
618168,R ạ
618169,Shop tl muộn th 
618170,giá gh mastela bn ạ
618171,gh ăn dặm trắng ghi ấy shop
618172,Có con nào khác ko shop
618173,Hoy con mình bé trai
618174,Con này giá bn b
618175,Thánh chắn giường giá th nào b
618176,Có mấy mầu hả b
618177,Full cả bộ quây cầu trượt
618178,Giá Quây bóng ko là bn e 
618179,Shipp cho mình 2 thang
618180,Chắn giường
618181,1m8 và 2m
618182,Có những loại xe tập đi nào hả b 
618183,Mình xem và lấy luôn 1 thể
618184,Gần 8m b a
618185,Với 2 thang kia
618186,Là bn tat cả e nhỉ
618187,Số 41 ngõ 151b thái hà
618188,0918861989
618189,Bao h giao gọi c trc nhe
618190,Àh t ko nằm giường
618191,Nằm đệm có đc ko
618192,Có lắp đc ko
618193,15p
618194,Cũng bthg b a
618195,Ko cứng ko mềm
618196,Màu xanh đi b
618197,B ơi hnay ko shipp cho mình ah
618198,Chiều tối b nhé
618199,C vừa nhận
618200,Thi u
618201,1 bên ốc vít
618202,Nó bị thi u
618203,1 chân ntn
618204,B đổi cho mình
618205,Cái này là bị thi u vít
618206,Hixx b ơi hnay mình mới mở ra để thử lắp
618207,Đệm nhà mình ko lắp đc
618208,Nó ko chắc
618209,Mình mới bóc 1 hộp ra 1 hộp còn nguyên
618210,Hộp bóc r chưa lắp
618211,Mình đổi sang quây bóng đc ko
618212,Phụ thêm tiền
618213,Hix tại cái chắn này dành cho giường thôi chứ đệm ko nó ko chắc b a
618214,Mình mua 1m8 2m
618215,Định lắp vào nhưng thấy nó ko chắc chắn b a
618216,Đúng r mới mua b a hnay mới bỏ ra để lắp
618217,Là cái này b
618218,B thanh ly hộ mình
618219,Có 1 hộp mình còn chưa bóc ra
618220,Nên chụp ảnh kiểu j đc
618221,Lúc mình bảo cái bạn shipp
618222,Là lên lắp hộ mình hay ntn thì hướng dẫn
618223,Thì bạn í nhanh nhanh chóng chóng bảo
618224,Bảo chồng lắp cho chồng bạn bi t đấy
618225,Ok cam on b 
618226,Cái quây bóng thì giá ntn b
618227,Có những loại ntn b
618228,Xả kho còn bn b 
618229,Shop ơi c mình hỏi gh này giá bn ạ
618230,Vâng 
618231,Mà cái đấy trc b bán bn ạ
618232,B có nhập cái này về nữa hg
618233,Mặn dữ 
618234,có thảm nào size nhỏ hơn k
618235,E ơi cho c hỏi giá và kích thước thảm gấp Hàn quốc nha C ơi gò vấp tpHCM
618236,Máy hút mũi baby futur
618237,Bộ này có cồng kềnh ko e 
618238,Set khăn yodo có bao nhiêu màu vậy e
618239,E cho c đặt 2 tấm thảm gấp Hàn quốc nha Lấy khác mẫu giúp c nha 
618240,Cho c đặt 1 xe Joie màu đen luôn Cho C hỏi xe nặng bao nhiêu kg vậy 
618241,Ngựa to quá thì chị ko lấy nha
618242,Set khăn có tất cả mấy màu vậy C muốn đặt mỗi mẫu 1 màu 
618243,Có gì e báo giúp c tổng cộng bao nhiêu nha
618244,E ỏder màu đen giúp c đc ko
618245,Mua nhiều giảm giá nha
618246,Lần trước e giao hàng rồi nhận tiền luôn mà
618247,C ko có tài khoản ở VN
618248,E giao bao lâu thì tới vậy
618249,C nhớ nhầm
618250,Lần trước c mua chỗ khác
618251,C vô link đó đặt thôi phải ko e
618252,Vậy cảm ơn e nha
618253,E ơi c muốn đặt xe thì sao 
618254,E có thể đặt giúp c ko 
618255,Sao c đăng k trên shopee hoài ko đc vậy e
618256,C cần trước tháng 9
618257,E giúp c đặt nha
618258,Để c đăng k trên shopee lại
618259,Sao c đăng k nhiều tên trên đó mà tên nào cũng có người dùng rồi h t
618260,E ơi c muốn mua h t nhiêu đây mà hok thấy chỗ nào chọn trả tiền khi nhận hàng vậy e
618261,C muốn mua set khăn màu hông vàng và xanh
618262,E giúp c đặt xe màu đen nha
618263,E ơi sao c ko thể chọn để giao hàng cùng lúc
618264,Mua đồ trên đây khó quá
618265,E có thể giúp c đặt ko
618266,C chọn giao hàng nhanh thì ko đặt đc mi ng bảo vệ tay chân e bé
618267,Mà c mua nhiều vậy có đc miễn phí vận chuyển ko 
618268,N u đc c sẽ mua h t những thứ cần ở shop e
618269,Có gì e báo c bi t nha 
618270,C cần hàng vào giữa t8 vì cuối tháng là c hok ỏ VN nữa
618271,E ơi e cho c stk đi C nhờ người chuyển cho e C ko bi t mua trên shopee
618272,C cần mua 2 tấm thảm gấp Hàn quốc 1 xe nadle màu đỏ 2 bảo vệ tay chân cho bé hồng và xanh Set khăn yodo xanh kem vàng tím hồng Xe đẩy Joie màu đen Cái nào có thì e báo giá c chuyển khoản để e gửi trước Cái nào chưa thì e đặt hàng giúp c khi nào có báo c bi t để c chuyển khoản cho e C đang cần thảm gấp vì con c bị té hoài à Cảm ơn e nha
618273,Địa chỉ giao hàng 872 71 32 Quang Trung F8 Quận Gò Vấp Sđt 0903391055
618274,E có tk sacombank ko
618275,E ơi t2 c đó mới chuyển đc Vì c đó ko dùng Internet banking
618276,T2 chuyển xong c báo e nha
618277,Em ơi c chuyển khoản rồi nha 
618278,872 71 32 Quang Trung F8 Gò vấp tpHCM
618279,Khi nào có những món còn lại thì e báo để c chuyển khoán ti p nha
618280,E ơi e giao hàng giúp c chưa 
618281,Đang cần thảm quá Tại bé c nhỏ bị té đau đầu
618282,E ơi e có thể kiểm tra xem khoảng khi nào thì hàng tới đc ko 
618283,Để c xem n u đc thì c mua thêm mấy tấm thảm nữa
618284,Vì T4 chị có người quen bay ra Hà nội
618285,Xe nadle bên e giao bị thi u bàn đạp xe 
618286,Chị đã trả tiền ship cho người giao hàng rồi
618287,Xin lỗi vì bây giờ mới trả lời e Chị ko rảnh để giận shop e chi h t Shop e bán hàng giá cao hơn các shop khác nhiều Xe nadle ko thể đạp đc Chỉ để ngồi chòi chòi chân chạy thôi Thảm gấp giao thì 1 mi ng bị rách chút xíu Thất vọng nhất là chuyện phí ship Ko đáng bao nhiêu nhưng bên e mất khách hàng và c cũng chẳng dám giới thiệu bên e cho mấy người bạn của c Chị cũng có bài học phải hỏi rõ ràng chuyện tiền nong Mua ít thì đc miễn phí ship Đặt thêm xe nadle thì phải trả phí Đúng là lần đầu mới gặp Cảm ơn shop e nhiều Xe Joie Pact chị cũng ko dám lấy nữa Mua hàng online nhiều mà lần đầu mới bị như vậy Sợ quá rồi
618288,Em vui lòng kiểm tra và hoàn lại phí ship như đã hứa vào tài khoản dưới đây
618289,Trắc Tú Anh sacombank phong giao dich Bạch Đằng chi nhánh tp hcm STK 060120004258
618290,Trời đất C có dám nói bên e lừa đảo gì đâu Toàn e tự nói ko à C chỉ thấy lạ là mua ít thì miễn phí ship Đặt thêm xe nadle thì phải trả ship mà bên e ko nói 1 lời Đ n khi nhận hàng mới bi t Thà em nói trước 1 ti ng thì bao nhiêu c cũng trả h t Có mấy trăm ngàn tiền ship chẳng đáng Em thử đặt mình vào trường hợp người mua xem thấy có phi l ko Bữa giờ chưa dùng thử xe giờ cháu c dùng có bàn đạp mà sao nó đạp hoài xe hok nhích đc chút nào h t Nói e thì em nói c im im rồi nói em lừa đảo Thiệt mua đồ mà khổ quá mà
618291,Ok để c quay lại
618292,Rồi gửi e
618293,E ơi vui lòng kiểm tra lại đã chuyển khoản trả phí ship cho c chưa Đã hơn 1 tuần vẫn chưa thấy gì h t
618294,Bộ in dấu tay chân bn th b
618295,Ship giúp tớ 1 bộ về Số 21 ngõ 213 Giáp Nhất nhé
618296,0906893111
618297,Ship ngoài giờ hành chính giúp tớ nhé
618298,cho m xin giá máy Hút mũi ComfyBaby ạ
