senid,sentence
423916,2 Hâm sữa event
423917,3 Tiệt trùng ecomo
423918,Đèue mới tinh c nhá
423919,cho e xme tiệt trùng upang đi
423920,tiệt trùng khô à c
423921,medela có 2 loại full và rút gọn à c
423922,Ja th nào c
423923,bên chị có sẵn hút sữa avent ko
423924,cho tớ giá
423925,loại mới nhất à b
423926,còn medela có những loại nào b
423927,Sonata là loại mới nhất fai ko b
423928,Freestyle là dùng cho đi làm à c
423929,Th medela với avent thì loại nào hơn
423930,Loại này nè c
423931,E đag phân vân medela với avent
423932,bình thường hút sữa có nên dùng lại cho bé sau ko c
423933,có ảnh hưởng gì ko nhỉ
423934,vâng sợ sau 2 3 năm nó thì ko nên dùng lại
423935,Máy loại nào êm ti hợ b
423936,Máy loại nào êm ti hơn c
423937,Vâng th nên mới cứ fan vân 
423938,Medela cái loại swing vs pump thì sao ạ
423939,Vâng sonata là mới nhất mà
423940,Hàng bên mình có sẵn h t chứ ạ
423941,Thì e qa mua rùi chọn giữa 2 loại vậy
423942,E fan vân 2 loại này thui 
423943,E qa tận nơi mua mà lại nghỉ bán hàng à c
423944,Ôi má ơi
423945,E ko bi t
423946,Hức e l t từ tận Hà đông lên chứ
423947,Thui c tư vấn e đi
423948,Cả 2 c đều nổi ti ng e ms phân vân đó
423949,Cái nào êm ti hơn ạ
423950,Th quất event hoa tuy t vậy 
423951,Đứa sau ko ổn thig e mua freestyle sau
423952,Swing vs pump thfi e thấy rẻ hơn hẳn
423953,Nên suy ra chắc cũng bt
423954,Thấy cái avent hoa tuy t vs cái freestyle này có vẻ hịn hơn
423955,Htrc c tư vấn bảo avent ko bền bằng 
423956,Th chơi lun
423957,Mai ship e nhá
423958,E đỡ fai qa nữa
423959,New sealed 2017 c nhỉ
423960,Chứ freestyle lại new no box thì cũng ứ thíc 
423961,Okie an
423962,Toà nhà TNR 54A nguyễn chí thanh
423963,Mặt ngân hàng marritime nhé
423964,Cái avent hoa tuy t này
423965,Có đệm hoa tuy t thì là dòng mới
423966,Tốt hơn cái cũ c nhỉ
423967,Đẹp hơn nữa
423968,Hô hô
423969,Mai ship e nha
423970,c ơi e ck rùi nha
423971,ship e lun nha
423972,1 avent hoa tuy t thui
423973,hàng cồng ty là hàng Mỹ hả cv
423974,so vs hàng xách tay có ok hơn ko c
423975,vãi lái
423976,th c ko bảo hành
423977,thì e mang ra đâu bảo hành nhỉ
423978,má ơi báo giá e 4900k mờ hiuhiu lại tăng lên 5490k
423979,new 2017 à
423980,4900lk là cái nào c
423981,ều
423982,th ship e lun đi
423983,có giảm tí ko
423984,Comfort là loại này hả c
423985,Hịuiu 6950k thig e mua xừ lotte đc giảm 700k mà
423986,Th ship e đi
423987,Xog lấy thêm tiền nhá ngại ck lần nữa qá
423988,Đền bù ngay cái vụ l t lên CH xog nghỉ đê
423989,Toà nhà TNR ngân hàng marritime bank 54A nguyễn chí thanh
423990,01234 939 727
423991,Freeship chứ c
423992,5490 4900k Đưa c 590k nhể
423993,E mua máy avent của mình
423994,Mới hút đc 2 3 lần
423995,Mà cái ren vặn bình sữa vs cổ hút ấy
423996,Nó lỏng
423997,Toàn ko si t chặt đc sữa chảy đổ ra Khó giữ lắm toàn fai giữ bằng tay
423998,Bảo hành kiểu gì hả c
423999,Vâng ok c ak
424000,Trc e mua hút sữa avent của c rùi
424001,Hnay mún mua mấy thứ ltinh
424002,Xe đẩy combi màu đỏ nhà c bán bn
424003,Với cả túi đựng bỉm sữa đag sale shopee à c
424004,Cho e giá máy ăn dặm babycook và gh ăn dặm với ạ
424005,Xe tập đi nữa ạ
424006,Mua trên shopee đc ko c
424007,Loại nào dùng thíc nhất ạ
424008,Teknum còn đỏ ko ạ
424009,Th cho e đặt 1 cái đỏ
424010,Trc e haymua qa page
424011,Sau mua shopee
424012,Giờ đặt cái đỏ thì oder ở pAge này lun à c
424013,Chị có gh ngựa kèm đàn này ko c
424014,C ơi bộ Hola bao nhiêu vậy c
424015,Cho e bộ màu xanh nhé Ship luôn cho e nhé
424016,Ship về BT L03 02 Khu đô thị Dương Nội Tố Hữu Hà Đông HN
424017,Vy nhé c
424018,Cho em số tài khoản e ckhoan bộ hola
424019,Đụg rồi a ơi
424020,Bộ xanh fb Tô Ngọc Vy Dương Nội ấy
424021,Nãy hỏi bạn có cần trả ship
424022,Thì a ấy bảo ko
424023,Mình cộng nhầm 
424024,Để mình ck thêm 30k
424025,Chả hiểu sao cộng kiểu gì là 4410
424026,Mình ck thêm rồi đó
424027,Đủ 4440k nhé
424028,C ơi chuyển giúp em sang
424029,19033755782013 tô ngọc vy
424030,Snay e có chuyển nhầm 13 313 050
424031,Vào tkhoan a Quang
424032,Nhờ c chuyển lại giúp e với
424033,E vừa gd cho chị rồi đó ạ
424034,Khổ quá tối qa e ckhoan cho nguyễn tuấn quang
424035,Hnay bạn e là nguyễn lê tuấn quang 
424036,E ấn vaod phần lưu số tkhoan
424037,Nên ấn nhầm lun
424038,Bên kia báo kp nhận dc tiền
424039,Em check laik ms bi t
424040,Ckhoan lại giúp e luôn với ạ
424041,E có việc ckhoan cho ngta ạ
424042,E bi t mà
424043,Tại bên kia cứ giuccj làm e cuống cả lên
424044,E nhân dc rùi ah
424045,Khổ tâm hehe
424046,E ko sợ mất
424047,E mua qen rùi mà
424048,Nh mà mất công thui c ah
424049,E mua của c từ khi bâut 
424050,Giao cho e về vincom Ng chí thanh cho gần nhé
424051,0966 099 996
424052,Ok a Nh chiều giao e nhé
424053,Chị oqi
424054,Bên mình có 2 xe nayt ko ạ
424055,Dạ mẫu combi này có giống nhau ko ạ
424056,Bên c có oder đc combi sogocal trên ko c
424057,Cho e cái đen với
424058,Ship e lun nhé ạ
424059,Toà nhà TNR mặt ngân hàng MSb 54A Nguyễn Chí Thanh
424060,Vy 0966 099 996 ạ
424061,Vâng giao giúp em chiều nay hoặc sáng mai ạ
424062,Chiều mai e đi du lịch ạ
424063,Dạ đc rồi ak
424064,Gọi cuộc đầu e đag có dt
424065,Mình muốn mua quây cũi toy house sz lớn nhất thì có nhung màu j b ơi
424066,Ship về HP bao nh b có link shopee k b
424067,Có fai đây k b
424068,Th mãu theo kích thước hình sau b gửi gia bnh j
424069,Ship về Hải Phòng bao nh ạ
424070,Mẫu dưới giá bnhieu th ạ
424071,1m32*1m83 ấy ạ
424072,Phí gửi về Hải Phòng cao th cơ ạ
424073,Có cách gửi nào đảm bảo mà rẻ hơn k b để mình lấy bộ này
424074,Vậy b gửi về văn phòng Hoàng Long Hải Phòng cho mình nhé
424075,K còn màu kia hả b
424076,Th cỡ 1m56*1m56 mình có điều chỉnh các chiều đc k b
424077,B còn cốc tập uống munckin 360 độ ko ạ
424078,T đặt qua shopee nhé
424079,Ko còn nhỏ hơn nữa đúng ko b
424080,T lấy 1 xanh lá 1 xanh dương nhé
424081,Lại 2 ng mua mới 
424082,B cho m gia 2 cai nay vou
424083,Voi
424084,B cho m hoi ghe nhun la cua hang nao the b
424085,Chuẩn mỹ hả b
424086,Hay la hang nuoc thu 3 sx
424087,B có xe này ko b
424088,Xe này b còn ko b
424089,xe này của hãng gì hả b
424090,có ship về thanh hóa ko b
424091,hàng của hồng kong hả b
424092,thảm silicon 2 mặt còn ko b
424093,mẫu 2 là mẫu nào b
424094,b gửi ảnh m với
424095,giá th nào b
424096,m lấy 1 cái b nhé
424097,ah có sz to ko b
424098,gối Comfy baby giá bn th b
424099,b gửi cho m 1 cái nhé
424100,Số 11 Phan Chu Trinh P Điện Biên TP Thanh Hóa 0977541988
424101,m đang đặt 1 thảm 2 mặt bên b ở shopee ấy
424102,b ơi b có thú nhún ko b
424103,con này là về mình bơm lên ah b
424104,bộ này bn b
424105,Hoàng Kiều Trinh Công an huyện Si Ma Cai Lào Cai
424106,1 bộ màu hồng
424107,Mình lấy 2 con màu vàng và xanh
424108,Gửi về địa chỉ 045 ngõ Lê Qu Đôn phường Cốc L u Tp Lào Cai
424109,Hoàng Kiều Trinh 0902067228
424110,Gửi để thứ 7 mình mới ở nhà để nhận
424111,Gửi COD
424112,Mình hai cái
424113,Thượng Hải Hotel số 10 ngõ 2 M3 khu tập thể đo lường cổ nhu 2 bắc từ liên hà nội
424114,0902067228
424115,Shop cho em lấy 1 thỏ 1 gấy nơ nâu ạ
424116,Ship giúp em về ngõ 72 Tân Ấp ạ 
424117,Tổng của em bao nhiêu ạ 
424118,Sô đt 0916862411
424119,Ngõ 72 Tân Ấp Ba Đình Hà Nội ạ
424120,Dạ vâng ạ Em cám ơn ạ
424121,Shop ship giúp em ạ
424122,Shop cho em xin giá 2 máy này ạ
424123,Shop cho em xin giá máy này với ạ
424124,Mình có bán trên shopee ko ạ 
424125,Uki shop ạ
424126,Shop cho em hòi em muốn mua những sp này thì n u mua ko qua shopee có đc giá kmai và fs ko ạ
424127,Vâng ạ Vậy chiều shop ship giúp em những sp trên đc ko ạ 
424128,Tổng đơn của em bnhiu ạ
424129,Đá gel em lấy 2 gói ạ
424130,Ship cuối giờ chiều giúp em ạ
424131,Em có lấy thêm ạ
424132,Chị ơi khoảng mấy h bạn ship qua em ạ 
424133,Tại e đi có việc 1 lát rồi về ạ
424134,Dạ vâng khoảng 6h30 em có ở nhà rồi ạ
424135,Cho hỏi chậu tắm thành cao royalcare bên bạn giá bn và kích thước chậu ntn
424136,Tặng cả đồ chơi tắm cho bé phải ko bạn ship qua kim mã giá ntn
424137,Cho mình xin giá của tủ bát mini nha shop
424138,Cái bông hướng dương bỏ vào bỒn tắm giá bn vậy shop
424139,Mình ở Hcm thì ship bao nhiêu tiền hen
424140,Cho mk xin giá vs
424141,Shop đc ở đâu v
424142,Cái này giá bao nhiêu th shop 
424143,Ôke mình tham khảo chút nhé 
424144,Sốp ơi Mình đặt cho con con ngựa này 
424145,Mà sao lại síp con ngựa này 
424146,Mình đặt có bánh xe Đây lại không có là sao 
424147,Mình nhầm nhé Con mình nó đặt ở sop khác Không phải sop này 
424148,Giá của xích đu v cầu tuột ạ
424149,Mỗi cái là 2590k ạ
424150,Ban oi Con kg de chi minh 1 cai nha
424151,147 5 duong so 15 P binh hung hoa Q binh tan
424152,E goi hoi them mot so mat hang
424153,Cho e hoi may ham sua c con loai nao a
424154,E muon mua may ham nut bam bang dien tu
424155,1 binh
424156,C co hang ko a
424157,May cam dien ham sua do ban
424158,Phí ship o đông nai bnhiu ạ kích thuóc sao shop
424159,Cầu trượt này máng cao hay thấp ạ
424160,Ok mh cam on
424161,Mh o dong nai phí ship nhiu ạ 
424162,hộp này nhà m còn k ạ 
424163,có link shoppee k ạ 
424164,đây cug là shop b p k ạ 
424165,t đặt sz 600 màu tối
424166,b check đơn giup t nha
424167,Co mấy màu shop
424168,Shop goi màu qua de minh chon
424169,Xám hả shop có kg
424170,Ship cold ha shop
424171,Minh cho địa chỉ
424172,Zay minh mua bằng cach nao
424173,Nt stk khi nào chuyen tien mình báo rồi shop goi hang
424174,Chuyen tien roinha shop kệ sơ sinh đa năngmàu trắng
424175,Địa chỉ 11 nguyễn lương bằng Tp Pleiku Gia Lai sdt 0905618669
424176,Cho mình mua 1m6
424177,Cho mình 4thanh
424178,Hoàng thị hoa Tổ dân phố Tân Thịnh thị trấn Sơn Dương 0972764591
424179,Shop ship cod ko
424180,Cho mình lấ bộ này nha
424181,Mình ở vt nãy nt lên tường rồi shop
424182,Mìn ở E9 Hoàng Trung Thông khu biệt thự Phương Nam phường 8 TP Vũng Tàu
424183,0933676398
424184,Khoảng bao lâu mình có thể nhận đc
424185,Cái này dùng như th nào vậy shop
424186,Ok shop mình bi t rồi
424187,Cho mình xin giá gh này có khuy n mãi 1 6 ko shop
424188,Bên shop còn cái như trong hình ko
424189,Bên shop mẫu chân thẳng còn những màu nào ạ
424190,Có cái giống này ko shop
424191,Mình ko mua qua shopee mình ck
424192,Nên shop có những mẫu nào shop gửi mình
424193,Để mình chọn nha
424194,Mình muốn lấy cái như trong hình này
424195,Cbo mình xin link
424196,Mình nhận đc xe rồi nha
424197,Xe đẹp và chắc chắn lắm
424198,Có nhé ạ
424199,cai nay co bán màn che muoi ko ah
424200,sau truóc mình mua ko có tặng nhie
424201,h muốn mua thì có bán rời ko ah
424202,vay lay e một cai nhá
424203,số nhà 415 khu vực lân thạnh 2 phường trung kiên quận thốt nốt tpct sdt 0919951801
424204,cần thơ
424205,mẫu nay nhiu
424206,mua có gửi cùng va màn ko a
424207,co mieng nao re hơn tya ko ah khoảng tầm 1 trieu cho lại
424208,mấy mau nay nhiu xiền
424209,dày bao nhiu chiu ngang chiu dài ah
424210,em mấy cai nay nhá
424211,vs cai màn
424212,dc so nhà 415 khu vực lân thạnh 2 phường trung kiên quận thốt tpct sdt 0919951801
424213,ck tiền truóc hà
424214,chứ ko phai nhận hàng rùi bưu tá thu luôn hả
424215,cai nay con ko ah
424216,mẫu gấp la mau sau ah
424217,gủi ảnh e xem
424218,thảm nay bn
424219,dày bn chiu dài chiu ngang
424220,lay e mi ng nay
424221,vs cái màn
424222,may đó luôn ah
424223,lấy thảm nay luôn
424224,màn co màu gi
424225,màu trắng di ban
424226,cai màn mà gh rụng ấy bạn
424227,bạn nói bạn bán lẻ 40k đó
424228,cái màn nay nè chị
424229,da lay e một cai màn
424230,vs thảm cuộc hồi nảy nhá
424231,gửi dc ở trên cho mình
424232,chứ ko phải nhận hàng moi thanh toán hả
424233,thuong mình mua đô thi nhạn dk rui mới ck tiền mà
424234,chị ơi em ko bt bắn tiền qua số ngán hàng
424235,giao hàng tận nhà rùi lấy tiền dk ko ah
424236,n u dk em lấy thảm x p vs cái màn
424237,neu vay lay cho minh cai màn thui dk ko ah
424238,chu em ko bt bấn tiền
424239,tc là bao nhiu
424240,vay lấy cho em cái màn chị nhá
424241,troi sau gì cung ck trước h t vạy
424242,nhận hàng rui ck luôn thể ko dk hả bạn
424243,minh mua đo toàn nhận hàng rui mới đứa tiền mà
424244,vay mua thẻ dt cho bạn dk ko
424245,chứ có bt bấn tiên daup
424246,vay mua thẻ gi
424247,chút tớ mua tớ gui sang
424248,thẻ vina dấy chị nhá
424249,gửi vào dc trên chi em
424250,cái màn em mấy hôm nhận dk bạn ơi
424251,chị kt đum em dk ko ah kiểm tra em hn em nhận dk màn cho bé chưa ah hn cũn dk 6 ngày rui
424252,kt cho tớ chưa ah
424253,hq bảo đầu h chiu mà h ko thấy đâu á
424254,gì vậy ah
424255,gui th rùi lsau
424256,mình đâu bt
424257,nó đê vậy la sau
424258,em đây nhá
424259,xem lại dùm em đi ah
424260,ban cứ bảo kt gọi bảo viettel gọi lai
424261,ngày qua ngày chả thấy đâu
424262,còn hok thì bạn gửi lại 2 cai the cho mình đi
424263,minh mua chổ khác cho con mình nó ngủ mac
424264,chứ chờ quài chả thấy đâu kêu kt thì bảo kêu viettel gọi
424265,làm ăn chả có uy tính t nào
424266,troi oi mình co ban hang dau mà bt bt hanh trinh đấy
424267,ko phải là lừa
424268,mà mình bảo kt cứ bảo uhm
424269,nhưng chả thấy đâu
424270,chú có 40k lừa đảo gì
424271,chứ minh kêu bạn kt hn là 3 làn rùi bạn cứ bảo kêu viettel kt
424272,mà có thấy đâu
424273,mình keu bên bạn kt cho mịnh xem đơn hàng đ n đâu rùi bạn cứ bảo đẻ báo lại viettel mình bên đây cứ chờ và chờ đâu phải 1 lần
424274,thà bạn nói 1 lần luôn là 2 tuần hay 1 tháng gì đấy mới nhạn dk hàng thì mình sẽ ko nói gì đâu
424275,tại mình thấy bạn bảo viettel gọi
424276,nên ko thấy gọi mình tưởng bạn nói th cho xong
424277,trước h mình mua đồ trên mạng thì mình chỉ thấy chủ nhân nik đó kt thui
424278,con bạn bạn bảo viettel kt ngay cứ qua ngày lán này đ n lán khác nên mình mới như vậy
424279,chứ mình k xấu gì cả
424280,vì chỉ có 40k
424281,mình hok có nói bẻn bạn lừa đảo
424282,chi nghi là bạn ko bt có gửi ko nữa ma cứ nói là bên viettel gọi
424283,dt lsij di ah
424284,đi vs
424285,Shop ơi xe đẩy vovo còn giảm giá ko ạ
424286,Xe 1 chiều shop còn màu xanh than ko ạ
424287,Dạ e muốn mua cầu trượt xích đu ạ
424288,Shop cho e hỏi hàng của nc nào ạ
424289,Hãng này của nc nào ạ
424290,Shop có th trả lời nhanh giúp e 1 chút đc hok ạ
424291,Với cả cho e hỏi thanh quây bóng đó mình có thể lm quay giường ngăn bé hok bị té xuống đất đc hok ạ
424292,Th bên shop có thanh quây xung quanh giường hok ạ
424293,Với shop cho e hỏi
424294,Th còn quây kia thì giá th nào ạ
424295,Shop ơi ship cầu trượt xích đu về Việt Trì giá tnao ạ
424296,Mình hok chuyển luôn cho shop đc ạ
424297,Tại mình gửi lm quà hok muốn ng nhà thanh toán phí gì cả ạ
424298,Tại mình đang sống bên Hàn ạ
424299,Màu này còn hok ạ shop
424300,Hay chỉ còn màu phía trên mình gửi ạ
424301,Còn màu như kia đúng hok ạ
424302,Với shop gửi cho mình xem mẫu mấy cái thảm của Hàn với ạ
424303,Mình xem có mẫu nào hok mình lấy luôn ạ
424304,Shop ơi vd như mình mua trượt xích đu quây bóg và thảm thì shop có giảm giá cho hok ạ
424305,Mình mua ả 3 sp mà hok giảm giá ạ
424306,Ở Việt Trì ạ
424307,Mình lấy cầu trượt xíh đu
424308,Với quây bóng
424309,Thảm mình hok lấy nữa ạ
424310,Thôi bạn cứ freeship cũng đc
424311,Mình lấy 2 sp này
424312,Mẫu xanh cam có hình bên ngoài hok
424313,Gửi cho mình xem với ạ
424314,N u mai gửi knao nhận đc ạ
424315,Ơh quây bóng kia bạn báo giá mình là629k mà
424316,Mình gửi quây bóng có bóng rổ mà
424317,Vậy cho mình stk ạ
424318,Mình ck trc hay knao bên mình nhận đc hàng thì ck ạ
424319,Mà shop ơi quây bóng hok còn màu đỏ hay xanh ạ Mình vừa xem màu nâu mà hok ưng ạ
424320,Mình thấy nó tối quá ạ
424321,Hok về hàng nữa ạ shop
424322,Có lâu nữa hok shop
424323,Mãi 2 tuần nữa ạ
424324,Vậy thui đổi mình lấy thảm đi ạ
424325,2 cái máng trượt khác nhau ạ
424326,Cái loại thành máng cao hơn còn màu nào hok ạ
424327,Vậy quy t định lấy nha
424328,Giá thảm nhiu ạ
424329,Quy t định lấy 2 cái này nha
424330,Lúc nào ck xong mình nt cho shop bi t ạ
424331,Ktra giúp mình
424332,SĐT 0987845381 Nguyễn Thị Thu Hằng ĐC Khu 11 xã Trưng Vương Tp Việt Trì tỉnh Phú Thọ 
424333,Đây đc nhà mình Shop chuyển hàng giúp mình nha
424334,Hnay hok gửi luôn đc ạ
424335,Mà gửi nhà xe vậy có về đ n nhà mình luôn hok ạ
424336,Vâng Hok mất thêm phí gì đúng hok shop
424337,Vâng Vậy ngày mai có đ n luôn trong ngày hok ạ
424338,Để mình nt cho ng nhà bi t ạ để đt ạ
424339,Có gì mình nhận đc hàng sẽ nt lại shop ạ
424340,Mình đang định nt hỏi
424341,Sao vẫn chưa nhận đc hàng
424342,Sao lại gửi sđt nhà xe cho mình ạ
424343,Th nhận hàng kiểu gì ạ
424344,Mình phải gọi cho ngta ạ
424345,Sao shop bao giao tận nhà mình
424346,Mà bgio lại bảo nhận tại nhà xe ạ
424347,Ngay lúc đầu mình đã nói mình hok ở bên vn nên bên shop sẽ giao đ n tận nhà mình Mà giờ shop lại bảo mình lh nhà xe và nhận hàng tại nhà xe là th nào ạ
424348,Nhưng ngay từ lúc đầu banh đã nói giao tận nhà mà
424349,Bgio nhà mình toàn trẻ con
424350,Lm sao có thể đi lấy đc ạ
424351,Vậy nhà xe đó ở chỗ nào ạ
424352,0987845381
424353,Lh giúp mình đi
424354,Vậy thôi knao nhà xe lh mình lấy
424355,Đấy là mình muốn hỏi xem nhà xe nào
424356,Có gần nhà mình hok
424357,Đó là bể hay phao cổ
424358,Bể thì bn
424359,Kt bể ntn ạ
424360,Bao nhỉiu vay ban
424361,khăn này bao nhiêu vậy shop
424362,Bên chị còn khăn này hok ạ
424363,Vậy ship cho em 1 khăn 116 1 khăn 199 1 sữa tắm hạnh nhân cho bé nha shop
424364,Shop ship về tổ 42 Kp4 p trảng dài tp biên hoà đồng nai nhé 
424365,0937755489
424366,Khăn 199 mình lấy màu xanh nhé shop
424367,cho mình số tk mình ck cho shop 
424368,tổng mình là 315K nha shop
424369,Shop ktra và gởi hàng giup minh
424370,Mình vừa gọi nhé shop
424371,Uhm mình đang đợi về thẻm để lấy màu cờ mỹ
424372,Thấy s hẹn tuần naz nên mình đang chờ
424373,Có ib mình nha s
424374,Xe dẩydu lịch baby grace
424375,Về thêm màu chưa
424376,Ko có cờ mỹ hả b
424377,Cho mình xem lại hình minie nơ đỏ với
424378,Cái xe thứ 3 từ trái sang hả b
424379,Mình vẫn thích cờ mỹ nhưng ko có chắc mình lấy minie nơ đỏ vậy vì chờ lâu quá
424380,Ok b xem báo lại mình ko mình lấy mine đỏ
424381,B báo giá cho mình htaij xe bn nhé
424382,À địu bé bên bạn bán tn
424383,Bé nhà mình hơn 3 tháng cũng chưa cứng cổ lắm
424384,Dùng đc cho bé bn b
424385,Có mình xem hình địu với có hg dẫn cách dùng ko b
424386,B oi địu nay dùng đc đ n lúc bé mấy tuổi hả b
424387,B xem lại xe đẩy chưa
424388,Cái mini trong hình b gửi là tai đen hả b
424389,Để mình chốt lại xong mình báo b nha
424390,Th tai đen là cái nào
424391,À mùa hè cho bé nằm sợ hơi bí lưng b nhỉ khac phục đc ko b
424392,Vì mình ko thấy có lỗ thoát khí
424393,Th có khi mình lây màu cờ mỹ
424394,Mình đặt qua shopee hay trực ti p b luôn
424395,Hình thuc tt tn
424396,Th địu 12tư th mình cũng đặt qua shopee luôn hả mình lấy địu và xe đẩy màu cờ mỹ để mình đặt hàng qua shopee
424397,Chắc phải đầu tuần mới nhận đc nhỉ
424398,Mình lấy màu cờ mỹ
424399,Mà đăng qua shopee ko có
424400,Hoom qua b bảo còn mà
424401,Hay mình đăng kí qua shop
424402,Cái địu mình gõ tên sao ko ra shop nhỉ
424403,Vẫn như th 
424404,Chưa hiện màu cờ mỹ để kích vào
424405,Cái địu mình gõ và tìm ko có b ạ
424406,Địu là hàng nội địa trung quốc à
424407,B tìm xem còn màu xanh nhạt như hình ko nhé
424408,Địu tháo rời đc như hình 1 2 3 4 hả shop
424409,H t màu xanh giống hình hả b
424410,Cái màu xanh trên bgio có hàng shop
424411,Mình thích hơn
424412,Còn hồng thì sao
424413,B có hình thật ko
424414,Ko cam mình sợ bẩn 
424415,Màu xanh nhạt bgio có banj
424416,Lâu ko
424417,Ko thì mình lấy xanh đâm vậy
424418,Mình bé gái mà
424419,B gửi mình lại màu xanh đậm và hồng nhé
424420,Mình nhìn lại
424421,Sợ đợi xanh nhạt lâu quá nhỉ
424422,Màu xanh nhạt tầm bao lâu có b nhỉ
424423,À b ơi cái phao bơi để tắm trong chậu e bé giá tn
424424,Vậy hả màu đó đẹp hihi
424425,Xe đẩy tớ đặt hàng rồi
424426,Cho mình nhìn lại cái phao shop oi
424427,Đây là phao cổ hả b
424428,Cái phao dài dài
424429,Cho bé nằm lên lúc tắm 
424430,T muốn hỏi loại đó
424431,Ok b để mibhf tk
424432,Ơ b oi ko có thôbg tib gì cả
424433,Mình kích rồi ko có tt gì cả
424434,B ktra lại giúp mình nhé
424435,Bên bạn có bán bát và thìa ăn dặm beaba chính hãng hàng công ty ko
424436,Cái bộ dao km còn ko shop
424437,Mấy beaba kia shop bán bn
424438,Hàng công ty hả b
424439,Th máy hấp và máy xay riêng bên mình có loại gì ko b
424440,Cho mình xem hình và giá 2 loại nhé
424441,Cho mình xem nồi nấu cháo cho bé tiện dùng 
424442,N u shop có
424443,Link trên ko vào đc b a
424444,Chả có gì
424445,Hôm trc thấy shop bán bộ dao khuy n mại còn ko shop
424446,Cho mình xem lại voi
424447,Ok để mình xem lại lấy gì mai mình báo shop nhé
424448,Shop oi bên bạn có nh loại này ko cho mình hình và giá tk nhé
424449,Mình hỏi lồng hấp của đức 
424450,Shop ơi mình trong SG muốn mua gh ăn dặm cho bé
424451,Phí ship th nào vậy bạn
424452,Còn bộ trống ko shop 
424453,E muốn hỏi cái này giá bn ạ
424454,Vâng bạn cho m hỏi cái này có giữ dc bé ko chèo hay đu đổ dc K Kiểu m muốn giữ bé chơi trong đó để làm việc bé 13 tháng r
424455,Cho mình lấy 2 bộ câu cá này với
424456,Ship cho mình giờ hành chính
424457,Đ n 88 phạm ngọc thạch nhứ
424458, 096 1000619 
424459,Shop tư vấn cho e mhs nào dùng để kích sữa tốt nhất vói ạ
424460,Avent bn ạ
424461,Gh teknum phần thân gh có bị rung lắc ko shop hay cố định chắc chắn ạ
424462,Cháu m có 1 chi c m xem thử thì thấy hơi lắc nên băn khoăn chưa dám mua
424463,M có quay lại
424464,Nhưng nó có bị lắc này ko sao ạ
424465,Th ạ m nhìn lại tưởng gh này bị lỗi
424466,Kích cỡ quây là bao nhiêu m x m ạ
424467,Nay minh con hàng ko ah
424468,Shop oi minh co đa t hàng của shop tren shoppe
424469,Ma chắc cung dc 1 tuan roi
424470,Chua thay giao
424471,Ko biet shop co nhan dc đo n hàng ko ah
424472,1 gh ăn va 1 xe tập di tròn
424473,Ko biet co giao ki p truoc tet ko nhỉ
424474,Mình đo c đi a chi hay sao ah
424475,Nhưng shop da thấy đo n hang cua minh roi phai ko
424476,Giahan nguyen
424477,Minh lay ten fb luon
424478,Minh go i dc roi
424479,Cái này có phải bắt ốc hay ji cho chắc xuống nền nha ko ah
424480,Hay chỉ để tự nhiên là trụ vung
424481,Dhip phú quốc sao ah
424482,mh muốn mua bể bơi trong suốt
424483,chăn thái lan thì bn ạ
424484,chăn lứoi ấy ạ
424485,th còn đai tập đi ko ạ
424486,em mua 1 bể bơi 1 chăn lưới màu xanh cho bé trai
424487,đ n 20 l thường kiệt
424488,free ship cho em nhé
424489,em cần để đi tặng luôn
424490,em lấy thêm bạn này nữa nhé
424491,bể và bạn robot
424492,chị ship cho em đ n 20 l thường kiệt nhé
424493,01644649964
424494,ship đ n lúc 2h30 cho em đc ko
424495,trắng ạ
424496,nhớ giao đúng giờ cho em nhé
424497,chị có cái hộp nào nhét luôn đc 2 cái vào thì nhét vào hộ em nhé
424498,chị ơi 2 món đồ chơi tặng kèm ở luôn trong hộp ah
424499,bể bơi ấy
424500,e ko thấy đâu cả
424501,em ko thấy chị để hộp hay đâu
424502,Nó ở mãi bên dưới em lại tưởng nó to to
424503,Nó đâu phải của mastesla
424504,mà em thấy đăng ảnh là bể của doctor dolphin mà bể này ko phải lại của hãng khác nhỉ
424505,vâng th bể bơi này tên là hãng gì vậy ạ
424506,ghi trên fb hay đâu ạ
424507,em thấy nhiều ng review về doctor dolphin tốt nên muốn mua
424508,còn wanyou baby thì chưa nghe bjo nên ko bi t chát lg ra sao
424509,vâng mh mua vội quá ko nghiên cuu rõ sp
424510,vì nó ko giông với suy nghĩ của mh nên thấy vẫn ko đc vui lắm
424511,n u mh muốn đổi sang sp khác có đc ko
424512,cám ơn b mh sẽ tìm xem có sp nào phù hopwj ko n u phù hợp mh sẽ đổi
424513,shop mh có còn chú cún cầu vống winfun ko 
424514,Xe combi mechacal handy s giá bn vậy shop
424515,Xe mới hả bạn
424516,Trọng lương bé tối đa đc bn kg bạn
424517,Bé nhà mình 4tuoi
424518,Trong thùng xe có kèm theo gh xe hơi lun hả hả bạn
424519,Chớ sao xem video có kem theo gh xe hơi nữa mà bạn
424520,Có tặng thêm gì ko bạn
424521,Bé nhà mình 4tuoi đó bạn
424522,Mình đâu nói gì bạn
424523,Shop đó ơn đâu bạn
424524,Ko có chi nhánh đà Nẵng hả
424525,Mình ở đà Nẵng bạn ak
424526,B ơi Còn xe này k b
